review,rating
"Sec Bad Experience , order no # 1282343 3- Bean Quinea Chicken Salad ... It came just fine but without Chicken .. wtf ?Now we need to scrutinize the dishes making sure what all they have promised is really in there ...",1.0
"A hectic day at work, stomach growling with equal fervor. Of course i turned to freshmenu and looked for quick wholesome and sumptious lunch.",4.0
"This is for those who are hungry at home and don't wanna order unhealthy and fattening pizzas again, when a salad or healthy veggie based foods or lean meat sounds right.",4.0
"Order from Freshmenu and was served food in a black container.. A Company that tries to brand itself as premium / gourmet food has to pay some attention to its packaging, in addition to the quality of the food (which also seems to be deteriorating)... Black containers bring to mind cheap, recycled stuff.. there's a reason its black and there's a reason why food is not usually packed / served in black containers... A super messy, clumsy, difficult to open black bowl like thingy for the soup... Not even getting into whether it was microwavable or not..",1.0
"Received my order from freshmenu , food was amazing and got delivered in 25 mins. Amazing part is daily rotating menu which entice me to order everyday and there punctual delivery timings.",5.0
"Enjoyed every little flavour of the food,it's definitely a 10/10..............................................:):):):):):):):):):):):):):):):)",5.0
"After a messed up order this afternoon, freshmenu went out of their way to please us! The kitchen manager at Richmond town, Mr. Shahbaz was apologetic and had a keen ear to the problems faced. He even offered the starter which had been mixed up earlier as an apologetic gesture. Also, he came along with the delivery executive and met us in person. The honey chicken with Bell Peppers was good. I'll give it a 4.2/5. And I'm rating freshmenu 3.5/5 only 'coz there is real scope for improvement here. Looking forward to better services in future!",3.5
"Hi,",5.0
My first order at FreshMenu was placed at 10:25am on their website and delivered at 12pm. I liked the feature that the delivery is on the way over sms. There was no hassle placing the online order.,3.5
"I order almost daily through freshmenu.com and it has been a great experience throughout,the food is awesome and it's so fresh. And the delivery is so fast. I love freshmenu and its 1 of a kind. I am a loyal customer and I recommend every1 to try it, as freshmenu does not disappoint. Thumbs Up!!",5.0
I have ordered several times and have never been disappointed with the taste. The delivery sometimes has been as quick as 15 mins. Good Job FreshMenu for the totally different taste you provide.,4.5
"Ordered for the first time. Didn't have any specific expectations during ordering. But to my surprise, the delivery was prompt and the quality of food(I ordered an mexican veg salad) was very good and adequate in quantity.",5.0
"Not happy... I have been ordering from fresh menu very often but with time the quality has deteriorated. That's not commendable. They show something on their website, write about the ingredients and what comes is incomplete. This is the third time it happened with me. Today we ordered two salads. Both said they have broccoli, but where's it? I couldn't find it anywhere. Reiterating, it happened for the third time on ordering salads... I could only see a pile of lettuce. My request is you rename your salads as lettuce salads also. their presence in the salads are way more than the other veggies in minority. I hope the management reads the review and takes it seriously.",1.0
Decided to try from freshmenu when i was in no mood to cook dinner. Ordered from their website. Delivery time was pretty good. The food came in 30mins. Had ordered blackened spicy grilled fish which came along with spaghetti in pesto sauce and buttered veggies and Greek chicken salad. Everything was tasty spclly the salad dressing. Packaging was of good quality. Would definitely try out other items,4.0
Disgusting food taste!,1.0
"Ordered in from this website to enjoy a lazy weekend. I ordered a South West Ranch Slider and Kung Pao Rice Bowl. The quantities were quite generous and the taste was pretty good! The only complaint I had would , if we can have like a 'comment' with our order. I usually like some extra soya Sauce with my rice, but I wasn't able to hint that in anyway while placing the order.  In conclusion, great experience. Quick and good service. Good job guys!",4.0
Very fast delivery (20-30 mins).,4.0
Was in Bangalore most of last week & had made list of the places to visit even before I reached. But this time didn’t have enough time & company to step out for lunch. Last time few colleagues had recommended me Fresh Menu for lunch so decided it to try it this time. Fresh Menu is similar to Hola Chef in Mumbai.,3.0
"Freshmenu is a great concept. The whole idea of a new recipe everyday sounds good.  I first tried singing hunan fish and it was great. But when I ordered a grilled fish the second time,  I saw the same manchow gravy served. Also the fish basa doesn't taste well all the time. The food was delicious but I don't think I will order the fish again. Didn't seem like I am having something new. Ain't that the whole concept  ""fresh menu"" itself wants to promote. More updates after I try other recipes.",2.5
"The major plus point for them is that they have a new menu coming up daily. Also, they're convenient when it comes to delivery. A customer doesn't have to wait for long for their food delivery. So, it's a win win.",5.0
I like their Salads - the ingredients are fresh and the dressing/sauces are packed separately. So you can mix in as much as your taste buds prefer.,3.5
"Most of the dishes are good except the burgers. The Bun for the burger is very hard and seems to be old. The meat inside the burger is very less considering the price and the ""Jumbo"" tag. The TEX-MEX burger was suppose to come with Jalapenos but it sure didnt. The Picture also features mayo or sour cream but it came only with ketchup.  The Mexican Sliders were missing some sour cream too.",3.0
"I ordered online for lunch today, so not sure which particular outlet the food got sent from. I believe their menu changes often and today there were a few strong contenders, so after much deliberation I placed my order for the Thai Fish Curry with Basil Rice around 11:15AM and requested it to be delivered at 12:45PM.",4.5
Good option when lazy to go out for  lunch  :),3.5
"Horrible delivery service! Even one hour after placing the order, it was not dispatched. If you try to call customer care, no one picks up the phone!",1.0
Have ordered at least 7-8 times in last 2 months since they started delivery in this part of town. Food is fantastic and menu is awesome. Delivery typically happens within half an hour and food is hot. Packaging of food is so professional that we haven't thrown any package as yet.,5.0
"I'm absolutely in love with this establishment. There were initial hiccups on delivery, but they've sorted that out now. The food is excellent and the fact that the menu changes on a daily basis always makes one look forward to what new culinary magic their chefs are up to. I've had so many meals from here that I cant recollect the dishes. The options and quality of food for both vegetarians and non vegetarians is excellent and Freshmenu is now among our favourite places to order from we want to eat at home.",4.5
I'm karthik I ordered food from your outlet food was hot n very tasty... i want to thanks to delivered very fast... I forgot the guy name...I'm a customer for pizza hot..now I'm big fan off fresh menu.. so thank uuu,5.0
"Ordered food from this site in the office. Had Thai-style Noodles with fish which was good in taste and freshly prepared. Apart from this had Schezwan Noodles which was bland and will be out of my order list next time, Pasta was OK-OK and in dessert had Chocolate Moose which was really yummy.",3.5
"It is hard to arrive at a rating when the service provider is flippant in their quality. They started well with decent portions and competitive pricing, but graduated to fewer portions and disgustingly over priced and dip in quality. The jamboree ordered yesterday was a disaster and contained no chicken at all but mentioned the same in the Menu. I have had many other experiences of substandard quality and will think a few times and consider other options before ordering from them. You have to make money, but not at the cost of quality and promise...Indian start ups tend to forget that.",1.5
"Ordered an Italian Pasta Salad with Broccoli... Simply wow! Everything on the menu is tastefully made. Delicious food, hygienic, value for money, quick delivery! An ease to order on app to a beautiful & a convenient packing delivered at the doorstep.. Simply flawless!",4.5
"Thanks Fresh Menu you are simply the best. I simply loved the hygiene. Its been a while that i have tasted some amazing cuisines, but no i guess i found the right place to shop. Keep up the good work!!! Kudos!!!",5.0
"Ordered THAI STYLED GRILLED FISH AND NOODLES, and it was mind blowing menu... really love to have one tomorrow... all my colleagues enjoyed it...",5.0
I am very happy with a food and d quality its resanabl cost to I never hd such a tasty food and I can have different types of dishes I like it,5.0
I had a good quality food and on time delivery I am very happy and even though raining thy delivered on time and they provided d rain court to a delivery guys,5.0
Am very happy wit the service provided nd I get gud response if there is any delay due to rain nd so on.....food quality is really reasonable wit affordable price.,5.0
i am verry happy with a service of freshmenu i orderd and d delivery ws in just 15 min i thought it l b late but it ws before on time and good packing and hot i hd happy dinner thanqu freshmenu,5.0
I had a good quality food and on time delivery I am very happy with a dish and service and I am happy to hv different types of food every day,5.0
"I had heard a lot about it. I placed the order at 11.25am, i got it around 1.10pm. I tried calling them twice to enquire about the status of my delivery. No one picked up the call. They finally picked up when i called from my colleague's phone. I had ordered a Grilled Chicken Breast with pasta in mushroom sauce along with other stuff. I ended up getting Chicken Shish Taouk, Persian Pila. They didn't even inform that it was not there. Have heard a lot about food quality, i was still optimistic......turned out to be disappointing. The food was not hot. The chicken along with rice was bad. Salad was OK. Having paid 220-250 rupees per meal i expect it to be good. Very disappointing.....",1.5
"Updated review - this place has gone to from a 5 star to a 2 star... Ultimately they ended up by going the route that all other businesses take... Really disappointed with this place, especially because of the high standards that were initially set (please read my old review below)...",3.0
"Dont get me wrong, there is nothing wrong with the food. In fact the food is quite good. But the service and their response is what disappointed me.",2.0
"Ordered 4 dishes, 2 veg and 2 non-veg. The food arrived in under 20 minutes. Piping hot, delicious, above-average-sized portions. Very impressive. Would rate even higher if beverages were available as well.",4.0
"I have ordered from their Indira Nagar branch and had highly rated them on Zomato. However, my experience today with this branch was not that good. I placed the order for 2 dishes at around 1:10 PM , and I get a call at 1:50 PM from Food Visit ( Don't know if it is their delivery vendor) saying that one of the orders is not available and they can replace that item with another one of our choice and deliver it within another 15- 20 mins. Despite the apologetic tone, I had to turn down the offer since we were very hungry and could not wait for another 20 mins. It may be due to un-precedented demand for that particular item, but would have preferred this communication to come at least within 10-15 mins of placing the order, if nor real-time.",2.5
I ordered Spicy Szechwan Veg Dumplings and Olive Chicken Swirls. I'm happy with their prompt service and the quality of food. The guy who came to deliver was very courteous.,5.0
"This is the second time I m ordering from freshmenu and I have to say it's an amazing service. The food is anyday fresh here just like the people. The manager of the store I think his name was devanand was v helpful and he called to make sure about specifications,  on time delivery and amazing experience",5.0
"Freshmenu is quite a refreshing add on to the many delivery restaurants. They have a different menu everyday, which is nice. Most if the Italian/Chinese stuff I've had has been quite satisfying. I used to love the veg quesadillias they used to make before. The quality seems to have gone down now. Had a bad experience with soups, they were watery and seemed to be made very hastily. One of the rice-chicken dishes I ordered for my dad was overseasoned with salt and was almost inedible. On the upside,  the pesto pasta was creamy and brilliant. Nasi goreng rice was an upper too.",3.5
So I order my lunch everyday from FreshMenu!,4.0
Great food at affordable prices. Loved the packaging and the quality of preparation and presentation. The food was delivered hot within 45 minutes. The menu is designed for conisseurs .  Freshmenu are certainly giving the star hotels a run for their money and that's a good thing :),4.5
Hmm..wanted to try out the food at Freshmenu which supposedly has a new take on good food delivered at doorstep.,3.0
Had heard a lot about freshmenu n decided to try out something....ordered a salad ...got it on time n I must say wonderful packaging...luv it...I Luvd the salad too n since m on a diet ...freshmenu salads r a must everyday...fresh vegetables n yummy...n since I ve thyroid I make requests wid them nt to add cabbage etc n they do it...n a special thanks to the store manager Mr DEV for being so kind n helpful....😀😀😀,5.0
All I have to say is I have never been disappointed.. Every second day I order and my kids love the food.. Especially burgers and sliders..,5.0
"Fresh and good food.. Good menu items, a superb combination of delicacy's, best part they change there menu on regular bases...",4.5
"With rave reviews from family and friends alike, an experiment with fresh menu was on the cards.",4.0
Loved the freshness of the food I ordered.,5.0
"Where do I start? I loved the concept of a limited but gourmet menu everyday. The menu well balanced everyday in terms of veg and non-veg dishes. I almost order regularly from Fresh Menu and I have never been disappointed in terms of taste, how they pack the food and quantity.",4.5
"Fresh, hot and fast. Very affordable rates and different choices, quality was good, not that spicy, not oily, packing was good and last thing I got same thing what I have seen in app",5.0
All most every salad  and burgers are very delicious from freshmenu delivery timing are  very perfect ill get my orders  within 30 minutes  packaging and food plating is very good,5.0
"Finally had to order from this outlet since i had a heard lot of it from my friends.I was staying in BTM layout and i just loved their service there.Was a little skeptical about ordering from a new outlet,but they made it false.Great food,to be honest i never thought they would deliver in 45 minutes but the service was outstanding.Food great,delivery staff courteous,overall a great experience.Would love to order from them again",5.0
Ordered from freshmenu for the first time today and it was just awesome.,4.5
I ordered Rookie Fish fingers from Freshmenu.com last day and I had a bad experience with delivery. Freshmenu took the issue seriously and apologised for the issue and gave a complimentary meal the very next day. This shows that freshmenu value their customers to the core.,4.0
Really fresh yammy food 👌👌👌. Lived upto our expectations. We are happy tho just the second order. Packing is very good. A must try!! 👍👍👍,4.5
Earlier I use to order from FreshMenu Banashankari kitchen however due to job change I had to move to RT nagar and ever since I'm a regular customer of RT Nagar kitchen Chef Amit does the right justice to the food that's all I can say however there have been some delay in delivery in the beginning but about the food I have no complain . I really appropriate what chef Amit is doing here and hope the quality and test will be same in days to come .,4.0
"I've had food by different kitchens of FreshMenu on a couple of occasions with mixed opinion/feedback. Hadn't been too impressed by the quality of food, specially the desserts. I was of the opinion that it was too much hype, too soon.",4.0
Good that they have started services in RT Nagar. I have only tried their non veg salads yet. Love all their salads. They taste delicious and are very healthy as well. The delivery is also very good. They deliver well within the stipulated timings.,4.5
"So glad they started delivery in North Bangalore :) I order almost 3-4 times a week at work, and I'm super happy with their consistency in quality. Their delivery boy's are always polite and have always greeted with a smile.",4.0
Absolutely love this place. Have already ordered thrice in one week. The quality of lamb/fish/chicken was amazing. Also the veggies served were crisp and fresh. Highly recommended!,4.5
Yummy food with reasonable price tag considering the quality and the wide varieties. All in all.. Chef made delicious dishes right at your doorsteps is simply amazing 😀👍🏼,4.5
"With Freshmenu expanding its operations rapidly & having already tried its offerings from other outlets, there isn't much else that one can add in a review about them. Except that, I'm happy they've started operations (relatively) closer home.",4.0
great online experience and deals as on little app.,5.0
My first experience of ordering from here ordered Greek salad it was of very good taste and also a complementary desert. The manager was very courteous(Mr.Daw) and service was very fast . My best online food experience.Guys try it you dont want regret.,5.0
"This is the my first order with Fresh Menu.In-time delivery.Link to track the order is impressive(though found the time estimate mentioned was not appropriate, location is precise). Served hot and fresh. Will definitely try again.",4.0
Very Good for maxican food lovers. I ordered only once burrito....happy from the service and food quality . Service is very fast...within 15 mins we got our food.,4.0
"I wud have to say , anything you order here is definitely value for money...Love their everyday changing menu concept...and truly living upto their name😉! My only stop for fresh n tasty salads!",3.5
"We were deciding on a place to order from in our office, and zeroed in on this place. I ordered Potato Corn Croquet and some chicken kabab with rice. The delivery was quick, and the portions were good. However, the potato was little bland for my taste (not by much though) and though the chicken was good, the rice could have used a little stronger flavor. But as their menu keeps changing, I will definitely try them out again.",4.0
"I had heard of freshmenu from a friend and decided to give it a shot. My husband and I ordered for the breakfast meal option and a chicken starter along with a soup. Since this is the first time we ordered from freshmenu and it was a home delivery, we weren't sure of the quantity or quality. To our surprise, both were quite good!",3.5
"Ordered their sandwich (the veggie and the chicken filling), pasta with pesto sauce and their dessert offering.",2.0
"We order once a week at my office from FreshMenu.com. Mostly our experience has been good with respect to taste and efficiency of delivery. However, today I happened to order Thai Curry (Veg) meal. Midway while eating, I was shocked to find a big insect somewhere in the middle of the food (see the photo attached, insect at left bottom). And, this would be the last time I would order from freshmenu because cleanliness comes before taste and presentation.  :(",1.5
"I have a mixed review about this place . the vegetarian  Khao Suey was impressive and had the right mix of flavours. On the other hand, I ordered for a soup on another day which wasn't as per expectation in taste. I like the concept of this place, and their delivery is usually within time, which keeps me happy.",3.5
"Much like any other of their outlets this place is fantastic. Their chilli chicken burger, Thai chicken burger, peri peri chicken burger are amazing! Honey chicken and sparkling chicken are amazing starters as well. Their desserts are also excellent. So a must order place!",4.0
"Craving for some nice food? Don't want it to be too heavy on the calories? Well then fresh menu is a great choice. Tried their Mexican burrito rice bowl. For its price it was filling, yum and slightly on the healthy side as well. The grilled chicken wasn't oily, the rice was well done and the portions were quite adequate for a single person. The packaging was very well done, with everything packed nicely into a plastic bowl with a tight seal. Overall good place to order from for yum food.",4.0
"Well I have been ordering from fresh menu for a week now almost every alternate day. Their food is not bad but the service is inconsistent. They take 2 hours to deliver and if you call them to check they have a standard reply, we will check and call you back in 5 minutes.",2.0
"The variety,tasty and delivery Speed has always been more than my expectation.",4.0
Ordered lunch today... had Mutton multigrain stuffed bread... it had minced mutton and cheese in it... the mutton was cooked very well and spices were perfect however the mutigrain bread was too dry and after eating two pieces having the rest was a task as I had to sip water after every few bites... would suggest they make the kheema a little juicy or serve sum sauce alongwith it.,3.0
Loved the convenience of ordering from the website. Delivery was quick and packaging was great.,4.0
"We love Fresh Menu. The idea of a well packaged meal, high on taste, great on quality  and with such consistent service. A big plus, its low on grease.",4.0
I have begun to order from here almost regularly coz it's just so simple and easy to do.  The food is restaurant quality and is packed well too.,4.0
"Surprisingly awesome!  I ordered a salad, dessert, and chicken sandwich.... I didn't have high expectations but just wanted to try it out.....   I was pleasantly surprised. I paid a total of 450 rs, a little high, but worth it! Especially when you consider that it's free home delivery.  I have just downloaded the app and will order from here again!! So good!",4.5
"Daily changing menu makes me postpone my food craving.. I like mexican, I like mac and cheese. But they are not there everyday. Those days I have to order from somewhere else :( Except that food is awesome",4.0
"Absolutely Wonderful! The Quality of Food, Packaging, Quantity and Service is Outstanding . Its defenitely comparing to International Standards, the crowd for a liking towards continental is small in BLR though..",5.0
Most pathetic home delivery service one can offer .. They should be blacklisted from Zomata and other food applications .. Also make sure you never pay them before as they don't care for customers at all.,1.0
Worst service ever seen. Their delivery very slow. If you order for lunch definitely they'll delivery for dinner. Not recommend for anybody.,1.0
"I have tried it no. Of times, but every time food was disappointing. Today I threw whole of the food after tasting it. DISGUSTING FOOD. The food today seem to be stale. Bread was so dry.  Soup was smelling bad, when I opened it.",1.0
I turn to FreshMenu on the days when I crave Chinese food. The food has always been delivered within 40 minutes  and in microwave safe containers which is great! But I haven't had the chance to heat it in a microwave yet cause the food was always hot when delivered and it tasted so good that there wasn't any leftovers to reheat!,4.0
Ordered from fresh menu..not a lot of choice for vegetarians.Tried the walnut pesto sauce fusili pasta and the blueberry moose.There was nothing special about the taste and it was average.The delivery was on time and the packaging was neat.,3.0
"Worst Service,  In complete  Delivery was  done, And  uncooked  food served.Customer service  team  disconnect the  call  when complained and not bother to pick the call again.Do not recommend",1.0
"When i used to place my order, they would cancel it alot of times. And never call. Now, Whenever i order food someone calls me up and asks my address. I speak out the same address as I write while placing my order. No one tells me what is the deal. Undercommunication to over communication.",3.0
"I had to change the review today i ordered today BBQ chicken sandwich and mushroom soup the worst experience ever!  1st of all the BBQ sandwich was very bad the bread taste was horrible and it falls apart looks like they used a 4 days old bread 😠, the mushrooms soup was even worst than sandwich no taste and they packed it up in a plastic dish! Let me tell you something freshmenu if you're using plastic dishes with the hot food like soup this can cause cancer it's very dangerous use solid paper dishes instead, freshmenu be careful with this kind of stuff you can harm people! so i will give you guys one last chance.. All the best",1.0
"I ordered 1st time and the experience was quite amazing. I ordered fish exotic served with boiled potato cream, tomato soup and the flavoured mix veg chutney. The fish was well marinated, sponge and everything had taste, flavour and aura of mindblowing quality.",4.5
Great food delivered on time and hot.  Best part menu changes everyday so you can try new stuff...!,4.0
True to name- Food is fresh & Tasty. For delivery it would be great if they can manage to  keep it hot. Is fairly warm though.3 of the five items we ordered were delightfully perfect(really put a smile on the face and a pleasant feel). The other one too was just above average and one more not according to my palate.,4.5
"A featured dish with perfect flavour and texture with a great combination of tasty dips that bring your taste buds back to life making the whole act of eating, a delicious memory....Yummy!",4.0
Food 3: it gets on to you in the beginning getting nice fresh food delivered at door step.,3.0
im disappointed at your Buttery Cinnamon Cake. It's neither buttery nor cinnamon flavor. I ordered two of that and can i return the other one? :/,1.5
I ordered Thai Raw Papaya Salad with Mango chutney dresssing. It was fresh and tempting. Portion size is sufficient for one person. Surely would try ordering from them again.,3.5
Day by day their taste is deteriorating. Stark difference between what's on photo and what's delivered. Horrible is the word. I Wil never order again. This noodle dish was just mixed with coconut milk and veggies. I had to throw it,1.0
I love your concept. Like all the options and the logistics of your service.,2.5
Being a student there are limited eating options when the food at my PG is not good. Freshmenu comes to my rescue.,4.5
"The only thing that comes to mind when I think of Freshmenu is Tasty, delicious and mouthwatering food. Never had complaints about tge quality of food from any of their other outlets, neither from this too. Just love the food here.",5.0
"Great fresh food. Ordered orange and fig salad, chicken mega burger, chicken quesadillas, vegetables grilled in honey and chicken noodles. The salad and the burger were great hits. Quesadillas were okay and were not hot when they reached.",4.5
I have ordered food a couple of times. The food is little on the bland/subtle side. I don't know if the food is made for the Indian palette.,2.5
"I order almost every alternate day from Freshmenu because the compact delivery box that they serve. Because of Freshmenu, i have almost stopped ordering from any other place. I like their rotating menu from which Mongolian rice bowl and Pan fried noodles are my favorite. Walnut and date cake was yummy.",3.5
"Hi ,",3.5
A truly innovative and excellent concept.,4.0
I tried there non veg breakfast and it's awesome... It's worth the money and they got it delivered superfast....quantity good enough for one person,5.0
"food is really good, i loved the way it was packed and serve. Love to order more.",5.0
One of the best restaurant is doing fastest delivery and fantastic food taste I'm very much happy with a service and I got a good experience from fresh menu idira nagar. ...,5.0
I got wonderful experience regarding the food delivered by fresh menu it gave good appealing fr me as soon I saw..they delivers th food within a quoted time.😊,5.0
"Online food apps have been making their presence felt for quite some time, and FreshMenu is one of the prominent names in this field. We are not very fond of ordering food online and prefer going out. On this particular occasion, we were in the midst of a movie marathon and stepping out of the house was out of question, except for the customary tea break in between movies. A neighbour had recently suggested FreshMenu, and armed with a discount code, we decided to go for it.",3.5
Iam deeply disappointed with the quality of the food served for my daughter’s birthday.,1.0
Have ordered couple of times and FM did not disappoint. Was worried that this was just another wannabe startup cashing in on the app craze with insipid food but was pleasantly surprised.,4.0
"Heard about Freshmenu from a friend of mine who talked about it being a good delivery option in the Domlur area. The menu on the website seemed very inviting and wanted to try another delivery setup for a while. The packaging of the food was very good and the portions were decent as well. However, they managed to goof up the order when they missed the non-veg section of the order and duplicated the veg order. This resulted in the delivery guy taking back even the Veg dish and took another 20 minutes in returning with the correct order. Sad part was that the veg dish wasn't reheated or replaced with a fresher package and we had to settle for a luke warm meal instead.",3.5
Delivery and the packing is the only thing i liked here.,2.0
"Disappointed, This was not expected from Freshmenu, as i choose to order  after seeing so many good reviews.",2.5
Was very disappointed. The food is good taste-wise but today was the 2nd(or 3rd if u consider their expired complimentary dish) time they served a dish which was expired/expiring today.,1.5
"Have eaten their food once or twice when someone ordered but today was my first order. And i was not disappointed :)Perfectly packaged, great service, polite staff, delivered quick.",4.0
"Freshmenu is an extremely convenient way to order gourmet food at rates that aren't too expensive. It's almost become a tradition for me to order from here at least once a week, and I took our relationship to the next level today by ordering in the office too.",4.5
"This is what satisfies my evening hunger pangs. The salads are tasty, look fresh and are beautifully done. They deliver on time. And the packaging is done so well.",4.5
FreshMenu.com- Food 10/10.,4.5
"In short, it is the best food delivery app there is in the market. Lives up to its name of freshmenu by providing exciting choices to choose from. Less delivery time and elegant packing are highlights. Most importantly, it is very reasonable as far as pricing goes.",5.0
"Delicious multi-cuisine food delivered at your doorstep within 500 bucks, what more can one ask for. Fresh ingredients, authentic flavours, delivered hot within no time. I give it the thumbs up!",5.0
"I have ordered couple of times from FreshMenu. Till now I didn't face any issue with them. Recently ordered Pesto vegetable and cheese sandwich, lemon coriander chilli fish fingers and Italian pasta with roasted chicken and balsamic dressing. Delivery was quick and got fresh food. Overall happy with the quality, packaging and their service :)",4.0
I am not aware if freshmenu has an outlet but my ordering experience in freshmenu has been excellent. Since its a centralised kitchen business model its stands out to be better than those of tinyowls and the foodpandas of the world.,4.5
"Horrible tasting food, don't let the pictures deceive you! Ordered the burger, very nappy flavour, the bun game was not proper, the patty  felt like it was thrown into a microwave after taking it out of the freezer.",1.0
"Pl. name the Dishes, their contents, Veg or non-veg, spicy or  non-spicy, etc., along with each photograph of the dish.",1.5
Thanks to my lovely friend who introduced me to this. In short the best online food app and their range of food too is very good. Well my friend ordered muskmelon cucumber and broccoli salad with grilled veg steak with arrabiatta sauce. I should say the food was really tasting good plus their prompt delivery also added up. Their packaging itself was really good and very elegantly packed. Overall good food and good service. Thank you Smitha for introducing me to this. I will seek their services again,4.5
The food delivery was good but felt that the quality of the bread they provided was not upto the level so reduced my rating level. Overall delivery service was good.,3.5
WORST SERVICE EVER!!!,1.0
"Ordered from Fresh Menu last night. Have been a huge fan of their food and their menu. Have been an ardent customer of theirs too. but they disappointed me to such an extent last night that i wont think i will ever order from them again. i placed an order, received a message saying that it was out for delivery at 10.30 pm. i was sitting and waiting for the food to come till 12 am. called their help desk and of course no one picked up the phone. there was no message regarding the cancellation or non service of the order from their end. So basically i ended up waiting till 1 am and had to go to bed with no food. Thank you Fresh Menu for learning the art of serving your loyal customers so well. Basic courtesy is something that you guys need to develop and learn. Next time if you are going to do this to a customer, please remember to notify them as someone is trusting you for their food.",1.0
Ordered food here for the first time. Delivery time was reasonably good. Apparently they keep changing their menu everyday. Food is neatly packed and delivered. I ordered for a zucchini eggplant parmigiana which was on the menu. Tried this for the first time . Food was tasty and good. And the bill is inclusive of all taxes and delivery charges. So its  also reasonable priced.,4.0
"Good and tasty food, prompt delivery.  Menu has options that you don't normally see in other restaurants.Limited choices doesn't confuse you and also changed every day for variety. Overall nice experience. Like the name food also fresh.Got 20% discount ordering during Happy hours :)",5.0
Good food and great delivery experience. It's quite expensive as compared to other food delivery startups and perhaps more affordable pricing is something they should focus on. Love their salads nonetheless - hearty portions and super tasty!,3.0
"Thank you Rishi for calling and explaining the current situation at your end and also providing the Food coupon. As discussed please make sure you serve your customers on time just like you did today also, incase of any requirement for Manpower do get in touch with staffing firms like TeamLease Services.",4.0
"Fresh is a very challenging word in today's processed and post processed food world! However, since they are only claiming a fresh menu they may be forgiven for giving impression that food is also fresh. Their delivery was pretty fast and full marks for it. But, the pasta I ordered was under-cooked and blander than expected, the white sauce tasted of milk more than cheese and I had to spice it up and steam it before I liked it.  The diced chicken dish was relatively well done. Another aspect that pricked me was the plastic container plates in which these food items come. Besides the associated health issues of food in plastic, isn't it too much of non-biodegradable garbage for one meal?",3.0
I am so glad to see Bangalore catching up on exclusive - online food delivery service and Fresh menu has caught up with us office-goers like a wild fire.,2.0
First time ordered food online ... This was suggested by s close friend so juz gave it a try... Ordered the Boston cream pudding ... It was delivered in exactly 20mins at doorstep n was well packed n it tasted really awesome n it was yum! Loved the first time experience ... Wud definitely wanna try more .. Ps: no extra charges on delivery ....,4.0
Today had my first experience with freshMenu ( really happy that they have started serving E city) and I am totally satisfied by their service.,4.0
"I was a big fan of Fresh Menu till a few days back. However, the freshness seems to be fading out of them..the menu, which was very new and fresh and exciting earlier..now is very repetitive and lack imagination. Ordered falafel wrap today, was really bad..dissapointed...",3.5
I am a fan!! I like the food...its pretty decently priced...you'l get the same food in a restaurant with so much tax levied and definitely not as good tasting as from freshmenu!!,4.0
Really good food delivered fresh to your doorstep. I'd ordered noodles with schzwean chicken and it was really good. Nikhil even gave me a complimentary portion of the dessert which was quite tasty as well. Recommend it to anyone looking to have a great meal!,5.0
would be really happy if you deliver food hot. food looked healthy but was skeptical that it might be stale. If you guys deliver it hot i bet i'd be very happy,3.0
Freshmenu is a chain of online food service and keeps changing their menu everyday. I ordered Cantonese chicken leg with rice. The food tasted good but the only thing I didn't like is that they did not mention in their food details that the chicken would be with skin. As I only eat skinless chicken this was a negative for me and I guess could be the same for many others. The delivery was quick and the food was hot.,3.0
"I Hv ordered from fresh menu earlier and food quality is always good. This is a very good concept of food delivery. But what I experienced today is just classic. Order grill fish and chicken quesadilla. OM""food""G quesadilla was amazing... The best I Hv ever had. I found this one better than the one I had in chilis California. It was meaty n cheesy. Next time you find in the menu just don't give a second thought and order it.",4.0
I love this new and good concept of delivering fine dining dishes at home.,3.5
love love love the concept. My only problem is the portion size. I find myself craving for more everytime i order . I guess it must coz of the great taste. I love the speed of delivery and was amazed when my food reached me in 20 mins.,4.0
Fresh Menu is here for good. They home deliver mostly continental food and I have been one of their regulars for quite a while. They have an evolving menu which is great. Having tried many of their different dishes I would confirm they are pretty impressive. The fish dishes have been mostly good so has the chicken. In pasta I would like to see maida being replaced by wheat. Also you could discontinue your burger as its terrible. However bar the burger the menu is impressive. 4.0/5,4.0
"Have ordered many times from them, but after the 3rd time or so, the food ends up tasting the same despite different names/ cuisines mentioned on the website.",1.0
"I have been ordering from fresh menu almost every week. The food most of the time is decent. I am a big fan of their salads. However, the sweet potato and soya salad is a big big let down. Absolutely tasteless, which does no justice to its name or the description put up on the website. There were about two-three pieces of boiled sweet potato and a whole lot of capsicum. The dressing was totally bland. It had no seasoning and was like a white tasteless paste poured on a whole lot of capsicum. Totally disappointed and a complete waste of money.",3.5
Update on 17-Oct-2015:,3.5
"The changing menu always has me coming back for more, as much as I like to stay away from outside food! That being said, I find that the food I get delivered in the night is not as good as that in the afternoon, which I find very peculiar. Makes me feel like I'm getting all the leftovers of the night and seems far from freshly prepared.",2.5
I love the food they make and the fact they keep changing the menu everyday. So there's a lot to choose from and you don't get bored eating the same thing.,4.5
I went on the website today and they had no non-veg dishes at all.,4.0
Great website for ordering online. The food is fresh and there are a number of healthy options as well. Nice to see a menu that's different from the usual Indian or Chinese cuisines. Prompt delivery and reasonable value for money. Haven't tried the desserts yet. Definitely recommended.,4.5
